"sus","fam","inf","buil","nei","lng","lat","infFam","infBuil","infNei","invDist","infP"
8468,675,FALSE,117,198,103,79,0,0,0,0.0914092463165383,0.692431588434397
8469,1656,TRUE,775,199,6,163,6,9,108,0.0965464736709721,0.999999018513032
8470,247,FALSE,570,74,178,93,0,0,0,0.0791938591681173,0.48133099692647
8471,1950,FALSE,881,184,120,10,0,0,0,0.0966015944740857,0.553932431452868
8472,1445,FALSE,662,12,141,144,0,0,0,0.0606581817872789,0.647433002187363
8473,1157,FALSE,234,29,18,198,0,0,0,0.0755399172935652,0.485294004275844
8474,1435,FALSE,802,115,128,9,0,0,0,0.0846255763134779,0.449701052900187
8475,1179,FALSE,431,179,130,188,0,0,0,0.081752830095276,0.6846054593142
8476,1770,FALSE,281,104,114,7,0,0,0,0.108564508559782,0.509663135755941
8477,1310,FALSE,434,152,37,146,0,0,0,0.075544822492641,0.554570239586303
8478,622,FALSE,747,95,169,33,0,0,0,0.0749662701466106,0.562320094307915
8479,1419,FALSE,753,140,193,154,0,0,0,0.0932095615542382,0.492240634603327
8480,1176,FALSE,405,75,195,169,0,0,0,0.0799716815817275,0.640459834436033
8481,1342,FALSE,276,125,28,46,0,0,0,0.0842269252171405,0.676531512389537
8482,1820,FALSE,307,108,74,74,0,0,0,0.0954706870753404,0.514461639100173
8483,1,FALSE,456,67,143,99,0,0,0,0.0768275729872483,0.543373332253458
8484,987,FALSE,1,151,88,42,0,0,0,0.0791949570289093,0.682148666243083
8485,1773,FALSE,370,35,27,171,0,0,0,0.0764811509180616,0.604732088025511
8486,1805,FALSE,747,95,169,33,0,0,0,0.074361140548443,0.525030067304518
8487,1592,FALSE,369,87,24,60,0,0,1,0.0774871570371913,0.652107869906074
8488,812,FALSE,678,133,80,88,0,0,0,0.0917163054815246,0.602651483810561
8489,1665,TRUE,115,10,68,39,2,18,76,0.0879117231603782,0.999995338313121
8490,1985,FALSE,154,49,38,176,0,0,0,0.0784429296712943,0.56059885149715
8491,72,FALSE,174,197,136,97,1,2,2,0.0920072531624143,0.681790247093482
8492,610,FALSE,361,163,58,149,0,0,2,0.0897588481312538,0.652383395220076
8493,1138,FALSE,397,141,33,125,0,0,0,0.0809113708290593,0.773791885182505
8494,181,FALSE,963,68,39,65,0,0,0,0.0702049894761971,0.539580372161791
8495,296,FALSE,470,182,83,199,0,0,0,0.0780430011313393,0.469806195840647
8496,1267,FALSE,874,160,191,59,0,0,0,0.0825465245005115,0.484701712439691
8497,955,FALSE,264,106,170,134,0,0,0,0.0701884282005818,0.592454107392642
8498,315,FALSE,713,89,145,167,0,0,0,0.0928716867430503,0.56684843181747
8499,1929,FALSE,851,96,135,156,0,0,0,0.0606581817872789,0.543429124035862
8500,1566,FALSE,568,63,163,75,0,0,0,0.0990743318918274,0.71066940350257
8501,317,FALSE,971,160,191,59,0,0,0,0.0788324844656117,0.620237350718971
8502,1396,FALSE,541,5,2,132,0,0,0,0.0932095615542382,0.419054417324355
8503,1889,TRUE,30,194,133,96,8,8,8,0.0826372286016341,0.871283868208045
8504,438,FALSE,551,76,98,5,0,0,0,0.0786748065769999,0.63140597892229
8505,1078,FALSE,809,174,22,95,0,0,0,0.0745548438969235,0.46506465628911
8506,1782,FALSE,583,71,131,190,0,0,0,0.0720772130130935,0.347478203536472
8507,1469,FALSE,778,170,183,114,0,0,0,0.0897331443670147,0.726641143650301
8508,13,FALSE,528,154,69,11,0,0,0,0.0896152791688296,0.451333440261038
8509,1727,FALSE,162,163,58,149,0,0,2,0.0823786273618653,0.510103475874383
8510,1375,FALSE,524,144,172,161,0,0,0,0.0799790864006301,0.627390576727193
8511,782,FALSE,969,180,29,137,0,0,0,0.077206331056822,0.630979776183107
8512,1272,FALSE,218,128,95,105,0,0,0,0.0710160778467183,0.34435502531654
8513,1733,FALSE,233,172,179,3,0,0,0,0.082479688168395,0.604679127153006
8514,891,FALSE,31,192,162,193,0,0,0,0.0755920840940604,0.616379631873551
8515,27,FALSE,295,72,150,34,0,0,6,0.0935918310748825,0.796646843135716
8516,103,FALSE,840,129,53,133,0,0,0,0.0698540544577156,0.421623658143088
8517,181,FALSE,963,68,39,65,0,0,0,0.0902986466755425,0.579594215633845
8518,879,FALSE,129,189,8,57,0,0,0,0.0805221784117377,0.596304868262403
8519,1435,FALSE,802,115,128,9,0,0,0,0.0797267496139331,0.671763214719288
8520,1828,FALSE,915,169,55,37,0,0,0,0.0822148334486994,0.472627212210885
8521,80,FALSE,987,94,182,103,0,0,0,0.08680182800863,0.622055812798318
8522,1986,FALSE,473,83,59,140,0,0,1,0.093774098715575,0.538253780447518
8523,339,FALSE,779,190,108,101,0,1,12,0.0829941679403609,0.56481055476646
8524,1750,FALSE,759,129,53,133,0,0,0,0.0726442678490445,0.553354347805154
8525,1340,FALSE,448,24,109,172,0,0,0,0.0624232183791819,0.688776596714294
8526,1109,FALSE,123,157,82,148,0,0,0,0.0780430011313393,0.537111922092444
8527,1850,FALSE,471,98,139,66,0,0,0,0.0735251879250377,0.474438605797271
8528,252,FALSE,15,42,12,24,0,0,2,0.0927109811407707,0.650861439566424
8529,1641,FALSE,5,1,42,106,0,0,0,0.0806266722059588,0.658549326461112
8530,1881,FALSE,421,103,1,53,0,0,0,0.0823786273618653,0.513198936960568
8531,1545,TRUE,263,199,6,163,5,5,108,0.0857610035137983,0.999996364267697
8532,1206,FALSE,611,50,56,23,0,0,0,0.0871199049055316,0.620360788966106
8533,1845,FALSE,158,82,134,195,0,0,1,0.0799790864006301,0.547702643573593
8534,54,FALSE,13,65,77,183,0,0,0,0.0932776247071665,0.520429237518482
8535,517,FALSE,215,126,113,71,0,1,1,0.0905200522615117,0.581726122369995
8536,144,TRUE,808,85,125,68,5,19,85,0.0928716867430503,0.999999460655858
8537,1555,FALSE,999,14,138,162,0,0,0,0.0823786273618653,0.742747607284853
8538,376,FALSE,885,11,149,44,0,0,1,0.0871199049055316,0.321923172539927
8539,1638,FALSE,224,36,171,2,0,0,0,0.0871199049055316,0.63511437840251
8540,669,FALSE,151,43,106,173,0,0,0,0.0901614914249489,0.585106164865829
8541,926,TRUE,752,39,200,166,8,18,102,0.0897588481312538,0.999994797508298
8542,1024,FALSE,531,11,149,44,0,0,1,0.0869116672050937,0.584101642644717
8543,859,FALSE,970,96,135,156,0,0,0,0.0855397620254176,0.552900081619045
8544,1700,FALSE,769,6,64,138,0,0,0,0.0808407985864472,0.582871388386436
8545,211,FALSE,532,59,31,130,0,0,0,0.0755920840940604,0.618676820316673
8546,1272,FALSE,218,128,95,105,0,0,0,0.0848870264568826,0.617608232977942
8547,1092,FALSE,698,65,77,183,0,0,0,0.077206331056822,0.601433643916475
8548,1090,FALSE,131,58,45,15,0,0,0,0.0831707975044816,0.614886497608613
8549,13,FALSE,528,154,69,11,0,0,0,0.0726442678490445,0.574501697816209
8550,43,FALSE,767,113,146,174,0,0,0,0.0587743311186124,0.480151303765589
8551,1660,FALSE,86,175,168,16,0,0,0,0.108564508559782,0.778073580165679
8552,519,FALSE,117,198,103,79,0,0,0,0.108564508559782,0.565950822659231
8553,1843,FALSE,985,107,7,160,0,0,3,0.0857610035137983,0.703656845142868
8554,1297,TRUE,455,85,125,68,8,22,85,0.0786748065769999,0.999999976957611
8555,1180,FALSE,572,15,112,184,0,0,4,0.0716098194147146,0.560490500350573
8556,577,FALSE,952,180,29,137,0,0,0,0.0842269252171405,0.494288177630626
8557,1079,FALSE,148,194,133,96,0,0,8,0.0806266722059588,0.636630198417947
8558,815,FALSE,281,104,114,7,0,0,0,0.0806266722059588,0.692441556749511
8559,1446,FALSE,512,104,114,7,0,0,0,0.076012523854172,0.52950060102124
8560,1967,FALSE,420,187,161,191,0,0,1,0.0965464736709721,0.575253780295251
8561,890,FALSE,114,77,124,121,0,0,0,0.0870893446953594,0.649058388751258
8562,1659,FALSE,548,152,37,146,0,0,0,0.077206331056822,0.707712924129726
8563,1495,FALSE,221,163,58,149,0,2,2,0.0799070400496662,0.686122454614541
8564,353,FALSE,717,47,132,81,0,1,1,0.0780430011313393,0.596369220392477
8565,1940,FALSE,432,111,157,28,0,0,0,0.0870234174840872,0.490151671192335
8566,1046,FALSE,346,29,18,198,0,0,0,0.0962102539364778,0.644375041982263
8567,304,FALSE,924,141,33,125,0,0,0,0.0823786273618653,0.644617590646528
8568,882,FALSE,329,164,165,12,0,0,0,0.093774098715575,0.580445534447222
8569,572,FALSE,393,95,169,33,0,0,0,0.0831707975044816,0.451156212871292
8570,1950,FALSE,881,184,120,10,0,0,0,0.0713088027928041,0.646402662949255
8571,943,FALSE,218,128,95,105,0,0,0,0.0803312838477477,0.701799760046725
8572,49,FALSE,757,3,91,159,0,0,0,0.0774150202055672,0.594789702627098
8573,1879,FALSE,577,133,80,88,0,0,0,0.0770472090501032,0.587994388932939
8574,294,FALSE,382,143,41,54,1,1,1,0.0857610035137983,0.634263678783002
8575,777,FALSE,669,104,114,7,0,0,0,0.0734898402732895,0.600412926234738
8576,1533,FALSE,656,73,76,152,0,0,0,0.0792310449529044,0.578039961050857
8577,713,FALSE,459,158,20,150,0,0,0,0.0848036827608235,0.444265520211472
8578,1028,FALSE,599,198,103,79,0,0,0,0.0901614914249489,0.469455055125423
8579,615,FALSE,928,195,78,58,0,0,2,0.0840545208649328,0.590631985997514
8580,249,FALSE,777,80,117,49,0,0,0,0.074361140548443,0.463347107392554
8581,1218,FALSE,195,61,123,86,0,0,0,0.0746152698418388,0.496148789802667
8582,935,FALSE,55,78,110,122,0,0,0,0.0871199049055316,0.633577805973842
8583,1309,FALSE,334,163,58,149,0,0,2,0.0965464736709721,0.664888693574804
8584,665,FALSE,51,117,174,14,0,0,0,0.0917163054815246,0.517693292342036
8585,1231,FALSE,7,45,105,119,0,3,4,0.0978314611479547,0.498876722358654
8586,1791,FALSE,888,15,112,184,0,1,4,0.0701872043433794,0.470025953715214
8587,1496,FALSE,789,129,53,133,0,0,0,0.105296826539831,0.487371351077352
8588,1245,FALSE,132,129,53,133,0,0,0,0.0706694704868862,0.520059823996154
8589,1951,FALSE,729,170,183,114,0,0,0,0.0846255763134779,0.516623660989761
8590,964,FALSE,189,79,9,110,0,0,0,0.0838818444748071,0.549505131684832
8591,963,FALSE,343,90,4,158,0,0,0,0.108564508559782,0.60709738540227
8592,329,FALSE,442,61,123,86,0,0,0,0.0716098194147146,0.577569545975684
8593,1422,FALSE,509,189,8,57,0,0,0,0.0954706870753404,0.511011336416441
8594,946,FALSE,896,72,150,34,0,0,6,0.0764998315369362,0.626422130003805
8595,602,TRUE,102,44,11,45,7,12,96,0.0889396405116848,0.999999743542605
8596,1913,TRUE,613,112,159,67,4,31,94,0.0962102539364778,0.99997512824692
8597,1842,FALSE,886,105,32,20,0,0,0,0.077206331056822,0.603095155256013
8598,302,FALSE,686,73,76,152,0,0,0,0.083023497561333,0.64293509665271
8599,982,FALSE,786,13,10,141,0,0,0,0.075544822492641,0.47520920375751
8600,1160,FALSE,637,70,60,175,0,0,0,0.0755399172935652,0.5970923714436
8601,1815,FALSE,412,159,35,128,0,0,0,0.0713088027928041,0.493691870544575
8602,173,FALSE,660,41,151,177,0,0,2,0.0832749233613349,0.750938506365844
8603,1660,FALSE,86,175,168,16,0,0,0,0.0879117231603782,0.483847610725096
8604,801,FALSE,175,68,39,65,0,0,0,0.0701872043433794,0.422620444158505
8605,27,FALSE,295,72,150,34,0,0,6,0.0875756238363734,0.749513387666804
8606,1465,FALSE,802,115,128,9,0,0,0,0.0901614914249489,0.355755964074863
8607,1039,FALSE,113,197,136,97,0,0,2,0.0797267496139331,0.513957534017813
8608,630,FALSE,853,128,95,105,0,0,0,0.0832749233613349,0.536909457907189
8609,1728,FALSE,656,73,76,152,0,0,0,0.0838818444748071,0.486182051557609
8610,761,FALSE,498,72,150,34,0,0,6,0.0797776475623587,0.645778820878948
8611,757,FALSE,579,4,154,129,0,0,0,0.0870360889196701,0.549607577618989
8612,184,FALSE,425,186,16,70,0,0,0,0.0889864278368168,0.605616276598962
8613,27,FALSE,295,72,150,34,0,0,6,0.0956894153821032,0.638010564393566
8614,1269,FALSE,516,11,149,44,0,0,1,0.0790202481967531,0.464036218141654
8615,1077,FALSE,536,184,120,10,0,0,0,0.0767184332292256,0.51630696108418
8616,481,FALSE,643,23,96,200,0,0,0,0.0702049894761971,0.523877127545542
8617,317,FALSE,971,160,191,59,0,0,0,0.0834832761573292,0.664907386359144
8618,1953,FALSE,998,146,184,64,0,0,0,0.0826372286016341,0.626752591393835
8619,1453,FALSE,157,66,63,170,0,0,2,0.0956894153821032,0.691060183324939
8620,1152,FALSE,992,131,48,73,0,0,0,0.091497808246364,0.629293944072539
8621,985,FALSE,541,5,2,132,0,0,0,0.093774098715575,0.621134242549412
8622,1160,FALSE,637,70,60,175,0,0,0,0.0932421119526173,0.585017207060887
8623,1402,FALSE,912,51,99,27,0,0,0,0.0624232183791819,0.584449110076204
8624,1588,FALSE,515,24,109,172,0,0,0,0.0797267496139331,0.650369153054035
8625,188,FALSE,98,113,146,174,0,0,0,0.0755920840940604,0.448015772366976
8626,1081,FALSE,545,32,127,63,0,1,1,0.0882029847950071,0.578507161929936
8627,1152,FALSE,992,131,48,73,0,0,0,0.0830367412636811,0.576849588674021
8628,401,FALSE,426,75,195,169,0,0,0,0.0786748065769999,0.506948051065843
8629,871,TRUE,808,85,125,68,6,19,85,0.0935946496638138,0.999998876940396
8630,751,FALSE,349,196,158,100,0,0,0,0.0767184332292256,0.449610251180857
8631,1802,FALSE,481,99,5,43,0,0,0,0.0897626956303476,0.60539108196613
8632,647,FALSE,797,127,66,32,0,0,1,0.0713088027928041,0.656602019443426
8633,347,FALSE,91,177,15,116,0,0,0,0.0884669459363567,0.568673136120772
8634,656,FALSE,545,32,127,63,0,1,1,0.0840545208649328,0.735800879953856
8635,1059,FALSE,440,17,47,180,0,0,0,0.078833617503493,0.664008691776945
8636,998,FALSE,86,175,168,16,0,0,0,0.0778694720462024,0.625227617502725
8637,851,FALSE,78,38,111,6,0,0,0,0.078833617503493,0.511810801318318
8638,1962,FALSE,99,88,122,22,0,0,0,0.0701872043433794,0.616964626154223
8639,1105,FALSE,623,175,168,16,0,0,0,0.0706694704868862,0.642399039969323
8640,734,FALSE,430,97,36,136,0,2,2,0.074361140548443,0.620079904827415
8641,1676,FALSE,20,181,164,102,0,0,0,0.0935918310748825,0.59910446652883
8642,1749,FALSE,79,180,29,137,0,0,0,0.091961069648579,0.653965470918341
8643,1100,FALSE,686,73,76,152,0,0,0,0.091497808246364,0.493496017885599
8644,1848,FALSE,514,154,69,11,0,0,0,0.0788324844656117,0.511700922436482
8645,874,FALSE,29,24,109,172,0,0,0,0.0935918310748825,0.663949365227063
8646,1003,FALSE,419,187,161,191,0,0,1,0.0993663816251029,0.667564633168001
8647,1451,FALSE,167,180,29,137,0,0,0,0.0848036827608235,0.543334002417613
8648,39,FALSE,116,174,22,95,0,0,0,0.0755399172935652,0.639481427487858
8649,538,FALSE,203,183,46,47,0,0,0,0.0735251879250377,0.488295238198961
8650,193,FALSE,897,119,119,55,0,0,0,0.0587743311186124,0.472078247204167
8651,639,FALSE,33,185,153,126,0,0,0,0.0990743318918274,0.448393351979189
8652,230,TRUE,613,112,159,67,7,31,94,0.0971381730964246,0.999994996442768
8653,879,FALSE,129,189,8,57,0,0,0,0.0834832761573292,0.593451020555907
8654,1449,FALSE,240,168,44,84,0,0,0,0.0971381730964246,0.676520487580285
8655,1806,FALSE,262,7,167,18,0,0,0,0.108564508559782,0.614617492892344
8656,1315,FALSE,565,110,51,178,0,0,0,0.0828973411524041,0.493402378431981
8657,649,FALSE,605,167,175,72,0,0,0,0.0937123722228726,0.660861434828319
8658,185,FALSE,341,169,55,37,0,0,0,0.105296826539831,0.642043584285603
8659,1472,FALSE,798,93,194,168,0,0,0,0.0790553433331358,0.486275737254495
8660,554,FALSE,187,146,184,64,0,0,0,0.078833617503493,0.736535264011859
8661,228,FALSE,861,144,172,161,0,0,0,0.0808407985864472,0.484902705375959
8662,1606,FALSE,674,152,37,146,0,0,0,0.0800474784157392,0.513411383365663
8663,1859,FALSE,420,187,161,191,0,0,1,0.0746152698418388,0.431965049946347
8664,256,FALSE,802,115,128,9,0,0,0,0.0870360889196701,0.548635413972814
8665,333,FALSE,869,19,118,40,0,0,0,0.0797776475623587,0.675097992065549
8666,348,FALSE,691,54,75,17,0,0,0,0.105296826539831,0.633905747193462
8667,430,FALSE,261,102,156,8,0,0,0,0.0902986466755425,0.548035083823526
8668,1498,FALSE,594,152,37,146,0,0,0,0.093774098715575,0.72086428862605
8669,1166,FALSE,697,47,132,81,0,0,1,0.108564508559782,0.658255536603335
8670,483,FALSE,463,127,66,32,0,0,1,0.122813475940975,0.5311625665079
8671,845,FALSE,649,150,43,131,0,0,0,0.0784429296712943,0.567816128298905
8672,1377,FALSE,665,48,67,179,0,0,0,0.0587743311186124,0.440044654149395
8673,1110,FALSE,916,141,33,125,0,0,0,0.0701884282005818,0.374179601512671
8674,23,FALSE,72,64,72,139,0,0,0,0.100812456037827,0.544087752636502
8675,1431,FALSE,473,83,59,140,0,0,1,0.0807209627714674,0.515181614164053
8676,651,FALSE,629,6,64,138,0,0,0,0.0871199049055316,0.583028466788759
8677,1475,FALSE,753,140,193,154,0,0,0,0.0887056243976733,0.700022786342284
8678,914,FALSE,45,1,42,106,0,0,0,0.0797776475623587,0.484976661697654
8679,1411,FALSE,957,165,144,186,0,1,1,0.0713088027928041,0.504482648297079
8680,1406,TRUE,613,112,159,67,5,31,94,0.0809405854175867,0.999989378623655
8681,1235,FALSE,813,169,55,37,0,0,0,0.0797518713010056,0.749306808563155
8682,1404,FALSE,256,148,192,196,0,0,0,0.0823786273618653,0.548328542319382
8683,263,FALSE,434,152,37,146,0,0,0,0.08394246057689,0.708714032041316
8684,35,FALSE,700,35,27,171,0,0,0,0.0606581817872789,0.450327860724432
8685,655,FALSE,666,76,98,5,0,0,0,0.0840545208649328,0.509259170900793
8686,185,FALSE,341,169,55,37,0,0,0,0.098432184016053,0.67277168553625
8687,1160,FALSE,637,70,60,175,0,0,0,0.0720772130130935,0.410906046992306
8688,1424,TRUE,597,100,54,104,5,16,89,0.122813475940975,0.91719656622116
8689,1030,FALSE,86,175,168,16,0,0,0,0.0912337709669433,0.633385156777873
8690,1746,FALSE,397,141,33,125,0,0,0,0.0965464736709721,0.524984780042192
8691,1234,FALSE,918,124,52,143,0,0,0,0.0901614914249489,0.497363016593749
8692,1605,FALSE,169,53,89,56,0,0,0,0.0883301585578582,0.624934967614589
8693,1654,FALSE,544,50,56,23,0,0,0,0.0677260917634345,0.722901890640398
8694,564,FALSE,296,185,153,126,0,0,0,0.081752830095276,0.560415488563144
8695,293,FALSE,314,116,57,98,0,0,0,0.0882029847950071,0.518132748051054
8696,949,FALSE,738,8,196,117,0,0,0,0.0749662701466106,0.50795536185005
8697,871,TRUE,808,85,125,68,6,19,85,0.0788324844656117,0.999999427465572
8698,1418,FALSE,986,185,153,126,0,0,0,0.08394246057689,0.659795841652029
8699,1537,TRUE,764,193,90,35,5,10,106,0.0901614914249489,0.999999632670408
8700,84,FALSE,700,35,27,171,0,0,0,0.0791938591681173,0.433760612351015
8701,538,FALSE,203,183,46,47,0,0,0,0.081218710728283,0.453269595788323
8702,1600,FALSE,668,61,123,86,0,0,0,0.0870234174840872,0.55623719961315
8703,1999,FALSE,590,200,176,157,0,0,0,0.0606581817872789,0.494639830335943
8704,1421,FALSE,40,41,151,177,0,1,2,0.0871199049055316,0.496974099663648
8705,755,FALSE,698,65,77,183,0,0,0,0.0857610035137983,0.560468398471529
8706,1367,FALSE,829,83,59,140,0,0,1,0.08680182800863,0.673975325942545
8707,503,FALSE,746,2,142,147,0,0,2,0.0701872043433794,0.626617597391026
8708,1633,FALSE,823,80,117,49,0,0,0,0.0740244317324261,0.68145389111168
8709,622,FALSE,747,95,169,33,0,0,0,0.0702049894761971,0.628347166565715
8710,850,FALSE,419,187,161,191,0,0,1,0.0764998315369362,0.565616349204364
8711,1465,FALSE,802,115,128,9,0,0,0,0.0931037888945144,0.449967845457494
8712,820,FALSE,441,101,173,30,0,0,0,0.105296826539831,0.54202168636636
8713,996,FALSE,965,32,127,63,0,0,1,0.108564508559782,0.619475774963408
8714,1151,FALSE,522,115,128,9,0,0,0,0.0893021067993836,0.45860232305723
8715,388,FALSE,757,3,91,159,0,0,0,0.0917163054815246,0.542425926606895
8716,880,FALSE,238,65,77,183,0,0,0,0.0726442678490445,0.47671662569819
8717,1414,FALSE,276,125,28,46,0,0,0,0.0718969956765922,0.594047947913408
8718,97,FALSE,218,128,95,105,0,0,0,0.103321099543397,0.41137077776088
8719,229,FALSE,220,63,163,75,0,0,0,0.0587743311186124,0.581810976962009
8720,364,FALSE,954,99,5,43,0,0,0,0.081218710728283,0.611485601370686
8721,1163,FALSE,961,169,55,37,0,0,0,0.0870893446953594,0.534791263411193
8722,833,TRUE,739,193,90,35,9,15,106,0.122813475940975,0.999999988631742
8723,870,FALSE,510,171,93,50,0,0,0,0.0726442678490445,0.628439781869025
8724,1757,FALSE,366,151,88,42,0,0,0,0.082479688168395,0.441071813621692
8725,694,FALSE,225,176,121,80,0,0,0,0.0901614914249489,0.555265901313711
8726,433,FALSE,476,86,116,31,0,2,2,0.0938724947466088,0.652672579450077
8727,712,FALSE,271,84,81,155,0,0,0,0.0803312838477477,0.747610434535598
8728,897,FALSE,803,170,183,114,0,0,0,0.078833617503493,0.577721256741807
8729,959,FALSE,847,69,181,189,0,0,0,0.0799790864006301,0.570622945892204
8730,431,FALSE,19,178,34,89,0,0,0,0.075544822492641,0.713831937638471
8731,1741,FALSE,609,141,33,125,0,0,0,0.0799716815817275,0.450678689606391
8732,1398,TRUE,130,83,59,140,1,1,1,0.091961069648579,0.815076393821923
8733,1642,FALSE,442,61,123,86,0,0,0,0.0788324844656117,0.572988117027856
8734,1005,FALSE,221,163,58,149,2,2,2,0.0734898402732895,0.711713562038284
8735,59,FALSE,214,168,44,84,0,0,0,0.0624232183791819,0.501576263999544
8736,1551,TRUE,556,44,11,45,6,6,96,0.0915614273420841,0.999999349245406
8737,607,FALSE,20,181,164,102,0,0,0,0.0889864278368168,0.490765950263535
8738,1809,FALSE,71,133,80,88,0,0,0,0.0726442678490445,0.46500316920154
8739,247,FALSE,570,74,178,93,0,0,0,0.093774098715575,0.482700967378374
8740,1414,FALSE,276,125,28,46,0,0,0,0.090910892328356,0.604197246234949
8741,1684,FALSE,369,87,24,60,0,0,1,0.0935946496638138,0.60595180906316
8742,468,FALSE,189,79,9,110,0,0,0,0.0788324844656117,0.403005171547713
8743,1160,FALSE,637,70,60,175,0,0,0,0.081752830095276,0.617153346930599
8744,232,FALSE,930,162,26,112,0,0,0,0.0735251879250377,0.542768838307155
8745,1955,FALSE,16,83,59,140,0,0,1,0.0882029847950071,0.388423777856532
8746,388,FALSE,757,3,91,159,0,0,0,0.0855397620254176,0.513689538232622
8747,122,TRUE,489,39,200,166,10,40,102,0.0797267496139331,0.999999992686049
8748,1274,FALSE,943,42,12,24,0,0,2,0.100927008300143,0.608888173824844
8749,1719,FALSE,676,11,149,44,0,0,1,0.0809840701890192,0.546454808106399
8750,679,FALSE,509,189,8,57,0,0,0,0.0701872043433794,0.601202030458161
8751,1521,FALSE,114,77,124,121,0,0,0,0.0883301585578582,0.677901467228082
8752,693,FALSE,62,42,12,24,0,0,2,0.0713088027928041,0.617003598290309
8753,1424,TRUE,597,100,54,104,5,16,89,0.0774871570371913,0.914761855755866
8754,1332,FALSE,905,88,122,22,0,0,0,0.0764998315369362,0.518625268313961
8755,1558,FALSE,27,120,100,151,0,0,0,0.0823786273618653,0.50122738663544
8756,1672,FALSE,295,72,150,34,0,0,6,0.083023497561333,0.675961439703404
8757,354,FALSE,398,192,162,193,0,0,0,0.108564508559782,0.523037329975667
8758,560,FALSE,880,54,75,17,0,0,0,0.0805221784117377,0.562324913781469
8759,616,FALSE,854,53,89,56,0,0,0,0.0806266722059588,0.678749340992611
8760,1038,FALSE,447,2,142,147,0,0,2,0.100988669942421,0.556613642650809
8761,1462,FALSE,414,168,44,84,0,0,0,0.0784816344966753,0.558041048859175
8762,320,FALSE,151,43,106,173,0,0,0,0.0809113708290593,0.655249114242486
8763,1258,FALSE,658,134,180,38,0,0,0,0.0870360889196701,0.502679918541186
8764,1051,FALSE,683,7,167,18,0,0,0,0.103321099543397,0.7460573252879
8765,145,FALSE,631,48,67,179,0,0,0,0.0790553433331358,0.599865039946778
8766,582,FALSE,347,2,142,147,0,0,2,0.0698540544577156,0.561040418925939
8767,263,FALSE,434,152,37,146,0,0,0,0.0718969956765922,0.593623132632521
8768,42,FALSE,22,2,142,147,0,0,2,0.0887056243976733,0.599252744977578
8769,1485,FALSE,185,27,19,182,0,0,0,0.0826372286016341,0.675353149578137
8770,1241,FALSE,132,129,53,133,0,0,0,0.0755920840940604,0.391995986544047
8771,134,FALSE,926,107,7,160,0,0,3,0.0956894153821032,0.639458850447763
8772,541,FALSE,419,187,161,191,0,0,1,0.0818924977624548,0.635359437998492
8773,1532,TRUE,784,10,68,39,8,9,76,0.0897588481312538,0.999998564733511
8774,407,FALSE,779,190,108,101,0,1,12,0.100988669942421,0.693797878120485
8775,681,FALSE,934,125,28,46,0,0,0,0.0876134018789789,0.435598093405666
8776,242,FALSE,818,190,108,101,0,6,12,0.0904376624704487,0.776738056732698
8777,1988,FALSE,7,45,105,119,1,3,4,0.0808407985864472,0.659406504973495
8778,484,FALSE,446,57,70,187,0,0,0,0.0786748065769999,0.641313920419107
8779,194,FALSE,817,198,103,79,0,0,0,0.0755399172935652,0.523255194087789
8780,455,FALSE,918,124,52,143,0,0,0,0.081218710728283,0.492204264119271
8781,454,FALSE,717,47,132,81,0,1,1,0.0684268131923095,0.642181666202792
8782,1205,FALSE,592,47,132,81,0,0,1,0.0749662701466106,0.5696914383174
8783,1807,FALSE,24,158,20,150,0,0,0,0.0624232183791819,0.749719467383731
8784,1489,FALSE,590,200,176,157,0,0,0,0.0965464736709721,0.719266244670901
8785,1553,TRUE,720,100,54,104,5,10,89,0.0938724947466088,0.94971575248437
8786,1487,FALSE,364,81,189,61,0,0,0,0.0764796582552082,0.495530290447928
8787,1499,FALSE,633,191,85,25,0,0,0,0.0701884282005818,0.650951209495324
8788,1366,FALSE,37,136,92,21,0,0,0,0.0870360889196701,0.712869586328064
8789,392,FALSE,983,34,25,127,0,0,0,0.081752830095276,0.539551411163099
8790,1634,FALSE,811,86,116,31,0,0,2,0.108564508559782,0.670371777852495
8791,1003,FALSE,419,187,161,191,0,0,1,0.0713088027928041,0.515599027588945
8792,286,FALSE,722,78,110,122,0,0,0,0.0904376624704487,0.599335986097287
8793,98,FALSE,696,4,154,129,0,0,0,0.081218710728283,0.62548966462458
8794,503,FALSE,746,2,142,147,0,0,2,0.0803312838477477,0.461167692191345
8795,448,FALSE,634,54,75,17,0,0,0,0.0937123722228726,0.515745976412342
8796,1012,FALSE,750,15,112,184,0,1,4,0.0797267496139331,0.746221385881703
8797,504,FALSE,482,77,124,121,0,0,0,0.081218710728283,0.526547250347134
8798,975,FALSE,7,45,105,119,0,3,4,0.0805221784117377,0.605325388417913
8799,1381,FALSE,459,158,20,150,0,0,0,0.0848870264568826,0.529946895905709
8800,1195,FALSE,477,105,32,20,0,0,0,0.0876134018789789,0.573888531218922
8801,1132,FALSE,414,168,44,84,0,0,0,0.0809113708290593,0.509550687591144
8802,63,FALSE,259,52,197,185,0,0,0,0.0830335729812126,0.657856170389233
8803,765,FALSE,415,174,22,95,0,0,0,0.0746152698418388,0.581383783121266
8804,1573,FALSE,836,3,91,159,0,0,0,0.0926851203356423,0.741213151615946
